region,depth,n_listed,n_usable,auroc,null_usable,z_fixed,p_fixed,z_orig,q_orig,q_fixed,strong_fixed
mayoDx = AD,1,181,0,,0.60846,,,,0.05084,,False
mayoDx = Other,1,78,0,,0.60846,,,,0.05084,,False
derivedOutcomeBasedOnMayoDx = TRUE,1,285,0,,0.60846,,,,0.05084,,False
celltype_neuron <= 0.103 (lower half)  AND  dataContributionGroup = Mayo,2,147,0,,0.60846,,,,0.05084,,False
celltype_neuron <= 0.103 (lower half)  AND  cohort = CLINCOR,2,41,41,0.62764,0.60846,1.24511,0.1194,,0.17517,0.34807,False
celltype_neuron <= 0.103 (lower half)  AND  cohort = Mayo Clinic,2,129,0,,0.60846,,,,0.05084,,False
celltype_neuron <= 0.103 (lower half)  AND  race = other,2,111,17,,0.60846,,,,0.05084,,False
celltype_neuron <= 0.103 (lower half)  AND  mayoDx = AD,2,108,0,,0.60846,,,,0.05084,,False
celltype_neuron <= 0.103 (lower half)  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,147,0,,0.60846,,,,0.05084,,False
PMI <= 6.83 (lower half)  AND  dataContributionGroup = Mayo,2,64,0,,0.60846,,,,0.05084,,False
PMI <= 6.83 (lower half)  AND  cohort = Emory,2,40,40,0.65583,0.60846,3.07579,0.00498,,0.05084,0.18657,False
PMI <= 6.83 (lower half)  AND  cohort = Mayo Clinic,2,49,0,,0.60846,,,,0.05084,,False
PMI <= 6.83 (lower half)  AND  race = other,2,49,16,,0.60846,,,,0.05084,,False
PMI <= 6.83 (lower half)  AND  mayoDx = AD,2,43,0,,0.60846,,,,0.05084,,False
PMI <= 6.83 (lower half)  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,64,0,,0.60846,,,,0.05084,,False
PMI <= 5.17 (low third)  AND  dataContributionGroup = Mayo,2,54,0,,0.60846,,,,0.05084,,False
PMI <= 5.17 (low third)  AND  cohort = Mayo Clinic,2,40,0,,0.60846,,,,0.05084,,False
PMI <= 5.17 (low third)  AND  isHispanic = TRUE,2,46,19,,0.60846,,,,0.05084,,False
PMI <= 5.17 (low third)  AND  amyCerad = None/No AD/C0,2,42,42,0.63039,0.60846,1.42359,0.08955,,0.1489,0.30254,False
PMI <= 5.17 (low third)  AND  amyAny = 0,2,42,42,0.63039,0.60846,1.42359,0.08955,,0.1489,0.30254,False
PMI <= 5.17 (low third)  AND  bScore = Braak Stage I-II,2,44,35,,0.60846,,,,0.49465,,False
PMI <= 5.17 (low third)  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,54,0,,0.60846,,,,0.05084,,False
race = White  AND  dataContributionGroup = Mayo,2,62,0,,0.60846,,,,0.05084,,False
race = White  AND  cohort = Emory,2,40,39,,0.60846,,,,0.05084,,False
race = White  AND  cohort = Mayo Clinic,2,62,0,,0.60846,,,,0.05084,,False
race = White  AND  apoeGenotype = 23,2,41,37,,0.60846,,,,0.46903,,False
race = White  AND  mayoDx = AD,2,43,0,,0.60846,,,,0.05084,,False
race = White  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,62,0,,0.60846,,,,0.05084,,False
celltype_neuron <= -0.0632 (low third)  AND  dataContributionGroup = Mayo,2,123,0,,0.60846,,,,0.05084,,False
celltype_neuron <= -0.0632 (low third)  AND  cohort = Mayo Clinic,2,111,0,,0.60846,,,,0.05084,,False
celltype_neuron <= -0.0632 (low third)  AND  cohort = ROS,2,45,45,0.64078,0.60846,2.09831,0.02488,,0.05084,0.22388,False
celltype_neuron <= -0.0632 (low third)  AND  race = other,2,93,14,,0.60846,,,,0.05084,,False
celltype_neuron <= -0.0632 (low third)  AND  amyCerad = Moderate/Probable/C2,2,42,42,0.63863,0.60846,1.959,0.02985,,0.07188,0.22388,False
celltype_neuron <= -0.0632 (low third)  AND  Braak = Stage IV,2,45,38,,0.60846,,,,0.17517,,False
celltype_neuron <= -0.0632 (low third)  AND  mayoDx = AD,2,92,0,,0.60846,,,,0.05084,,False
celltype_neuron <= -0.0632 (low third)  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,123,0,,0.60846,,,,0.05084,,False
