version,variable,protein,beta,se,z,p,n,strata,strata_same_sign,q
cell,PlaqueTotal,SEC24C,0.05193238787439801,0.08224655058302621,0.6314232938191532,0.5277637892299485,189.0,1.0,1.0,0.8119442911229976
cell,PlaqueTotal,SEC24D,-0.0626979912906414,0.09119131013279501,-0.6875434863183679,0.4917403070911477,189.0,1.0,1.0,0.7773467329882232
cell,PlaqueTotal,SEC31A,-0.046266370543491905,0.09022761145108182,-0.5127739701784733,0.6081094398737782,189.0,1.0,1.0,0.8367466797393789
cell,PlaqueTotal,SIGMAR1,-0.040835738786302644,0.10211339750578795,-0.39990578889501754,0.6892259083604324,154.0,1.0,1.0,0.8615323854505406
cell,PlaqueTotal,SNX4,0.11435143541094012,0.0833214910450911,1.3724122549494049,0.16993513723307563,189.0,1.0,1.0,0.6220766258089201
cell,PlaqueTotal,SNX6,0.034206632472052766,0.07253274689557038,0.4716026062173276,0.6372104661072052,189.0,1.0,1.0,0.8367466797393789
cell,PlaqueTotal,SORL1,0.06286532784778204,0.091248681225988,0.6889450565547213,0.49085784396884835,189.0,1.0,1.0,0.7773467329882232
cell,PlaqueTotal,SORT1,0.004463285359757694,0.07206254579277473,0.0619362709248776,0.950613582911468,189.0,1.0,1.0,0.9724594789558748
cell,PlaqueTotal,SREBF2,0.13155258965124134,0.15224560091523218,0.8640813846863636,0.3875431843343413,68.0,1.0,1.0,0.7773467329882232
cell,PlaqueTotal,SYK,-0.06011032100799573,0.08820365620217481,-0.6814946635569695,0.4955585422799923,162.0,1.0,1.0,0.7773467329882232
cell,PlaqueTotal,TMED10,-0.12114643445678024,0.0931641609761135,-1.3003544838217471,0.19347950237675016,189.0,1.0,1.0,0.630830289264963
cell,PlaqueTotal,TMED2,-0.15209417240012313,0.08736915970192285,-1.7408221953721708,0.08171475014878103,189.0,1.0,1.0,0.5192802341681996
cell,PlaqueTotal,TMED9,-0.11816253981007757,0.09486269653158796,-1.2456164976369934,0.21290522262692502,189.0,1.0,1.0,0.630830289264963
cell,PlaqueTotal,VDAC1,-0.057296126821239336,0.07139466960150974,-0.802526675185114,0.4222483643432563,189.0,1.0,1.0,0.7773467329882232
cell,PlaqueTotal,VLDLR,0.053247821905329375,0.09150791712373159,0.5818930599560126,0.5606387154426467,189.0,1.0,1.0,0.8165068888100648
cell,PlaqueTotal,VPS26A,-0.023306083665147234,0.08793137791586546,-0.26504854373426256,0.7909720661478237,189.0,1.0,1.0,0.8922353795679152
cell,PlaqueTotal,VPS29,0.03859273133281038,0.08604841601566038,0.44850019465537516,0.6537922457214917,189.0,1.0,1.0,0.8436028977051506
cell,PlaqueTotal,VPS35,0.028318751436719226,0.09150709659793055,0.309470549165688,0.7569636117016096,189.0,1.0,1.0,0.8776389700888227
cell,TangleTotal,ABCA7,-0.027797682839183702,0.16593818341815614,-0.16751830269911352,0.8669622475385348,113.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,ADAM10,0.06782984512280872,0.06285142148721037,1.0792094039847835,0.2804943884226263,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,ADAM17,0.20653658766877497,0.11599367276998859,1.7805849468904207,0.07498028071616152,189.0,1.0,1.0,0.4512413678874665
cell,TangleTotal,AP1G1,0.12345788993659014,0.12644718245418876,0.9763593584326671,0.3288864141263741,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,AP2A1,-0.026333817346787435,0.09123596604973622,-0.28863417013014214,0.7728613438946307,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,AP2B1,-0.05798843020912421,0.09812076093896005,-0.590990425004941,0.5545268365146561,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,AP3B2,0.032016330808291124,0.08741530724708535,0.36625542844338205,0.7141744852524634,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,AP4B1,0.16441355510746128,0.18780717046606604,0.8754381139945259,0.3813355691945449,122.0,1.0,1.0,0.8716241581589598
cell,TangleTotal,AP4E1,-0.0718962802772829,0.1832370081454857,-0.3923676827346963,0.6947865609446475,122.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,AP4M1,1.3728436379721596e-05,0.18776541588503406,7.311482956013215e-05,0.9999416628063802,80.0,1.0,1.0,0.9999416628063802
cell,TangleTotal,AP4S1,-0.0446599576508354,0.14456244625243478,-0.3089319446964133,0.7573732962253247,172.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,APBA1,0.04030433513952936,0.11196294061230269,0.3599792477681731,0.7188626525811166,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,APBA2,-0.01963491264380027,0.12735763447145898,-0.1541714615326063,0.8774745435321547,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,APOE,-0.04043112718107264,0.12125351117624357,-0.33344293941563036,0.7387999548806807,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,APP,-0.10258496432621007,0.0857033209183687,-1.1969777043286447,0.23131524507165202,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,ARF6,0.10397126728172312,0.12767706804795886,0.814330003588967,0.41545592585718616,189.0,1.0,1.0,0.8865312676013724
cell,TangleTotal,BACE1,-0.0593782548572282,0.13124327946874836,-0.452428917485008,0.6509600186027105,181.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,BIN1,-0.050404899313558425,0.08710129793333199,-0.578692861180309,0.5627964337616133,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,CLU,0.028991539798542958,0.1126172079431219,0.25743436840651684,0.7968434745195252,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,COPA,0.2372496064570403,0.1291035738461074,1.8376687754580978,0.06611122762859098,189.0,1.0,1.0,0.4512413678874665
cell,TangleTotal,COPB1,0.20890791301338363,0.12113730880747925,1.7245546815423825,0.08460775647889997,189.0,1.0,1.0,0.4512413678874665
cell,TangleTotal,COPB2,0.04479925641109333,0.11176301569439802,0.40084151391898093,0.6885368122583246,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,COPE,0.05384567204261773,0.11990666847335907,0.4490631983039475,0.6533860674157199,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,COPG1,-0.12534061578542657,0.12847868227321177,-0.9755751971279403,0.32927502065124004,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,COPG2,0.06093966069173512,0.12605590662355484,0.48343359961482296,0.6287878959756846,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,COPZ1,0.09356238343571495,0.12904417912386548,0.7250414863417228,0.4684265796714666,189.0,1.0,1.0,0.9608750352235211
cell,TangleTotal,ECE1,-0.1039593795758893,0.12766661437677107,-0.8143035677995132,0.4154710663301492,189.0,1.0,1.0,0.8865312676013724
cell,TangleTotal,EIF2S1,0.32561328305462045,0.11610971253661548,2.804358704720223,0.005041678001766903,189.0,1.0,1.0,0.20166712007067614
cell,TangleTotal,GGA1,-0.08242254478259704,0.12324444916112325,-0.6687728765361447,0.5036403713014425,189.0,1.0,1.0,0.974778238238898
cell,TangleTotal,GGA2,-0.19670660601555426,0.1243925285168285,-1.5813377890211686,0.11380082359390838,189.0,1.0,1.0,0.5690041179695419
cell,TangleTotal,GGA3,0.00030360335887724514,0.11251363479472738,0.0026983694858951674,0.997847015260581,189.0,1.0,1.0,0.9999416628063802
cell,TangleTotal,GORASP1,-0.2713328834337956,0.24610261312938667,-1.1025193108825069,0.27023596788786264,52.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,HSPA5,0.1450081855020213,0.1290262901485175,1.123865417932327,0.2610701240234692,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,HSPA9,0.04582390930163229,0.12612228248783566,0.36332921033245613,0.7163589754062312,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,IDE,0.38113069019739565,0.11643863847428125,3.273232109129987,0.0010632512590376785,189.0,1.0,1.0,0.08506010072301429
cell,TangleTotal,ITPR1,-0.011124433306588938,0.12673033674247916,-0.08778034993463489,0.9300512559485344,189.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,ITPR2,0.10706707511845755,0.08572730719806772,1.2489261428810028,0.2116920886989343,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,LRP1,0.119319500103698,0.10967728337737842,1.0879144379711025,0.2766328816758491,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,MAP2K3,0.024852227020729693,0.13821337570547754,0.17981057834581762,0.8573012786582058,171.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,MAPK14,-0.008393074058577872,0.13418786705026362,-0.06254719031664781,0.9501270830399875,180.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,MAPKAPK2,-0.305694051842525,0.1395225725562649,-2.191000683557842,0.02845174298548885,147.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,MFN2,0.02175915576244021,0.10678055857002672,0.20377450777400224,0.8385297147001117,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,MIA3,0.25858821663432446,0.12938153425577417,1.9986485561619773,0.045646392765910135,189.0,1.0,1.0,0.3851552500202359
cell,TangleTotal,NCSTN,-0.1528516297556221,0.1229517759736133,-1.243183585964839,0.21380018984401816,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,OSBP,-0.09635465959552682,0.11976809443919466,-0.8045102499684951,0.42110235211065183,189.0,1.0,1.0,0.8865312676013724
cell,TangleTotal,PICALM,0.02854473251626536,0.1177561852049025,0.2424053774041329,0.8084660680483571,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,PLCG2,0.12844918048138793,0.1336751926637906,0.9609051456873772,0.33659986328092295,180.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,PLG,0.26783812392595924,0.12222751102681673,2.191308009758912,0.028429510829594783,189.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,PREB,0.25578377823306403,0.12943923309527894,1.9760915768465974,0.048144406252529484,189.0,1.0,1.0,0.3851552500202359
cell,TangleTotal,PSEN1,-0.11825978535370724,0.126567300750917,-0.9343628619088682,0.35011674803146664,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,RAB1A,0.11830944326530826,0.1148711691132537,1.0299315674994542,0.30304213080838216,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,RAB1B,-0.04429429202247252,0.12371281842372886,-0.3580412489735713,0.7203124447629718,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,RTN3,0.013482422689531783,0.10528524617552926,0.12805614441983812,0.8981045419113592,189.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,RTN4,0.04528602580747904,0.10445993704878634,0.4335253024930403,0.664633188252577,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SAR1A,0.08601524882367466,0.12654571810888024,0.6797167862263576,0.496683805117927,189.0,1.0,1.0,0.974778238238898
cell,TangleTotal,SAR1B,0.24420410388775424,0.10935932456338597,2.233043271460685,0.025546090975525355,189.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,SEC13,0.2780738769486754,0.12704450367849915,2.1887910842044267,0.02861202805564959,189.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,SEC16A,0.07457436227816032,0.1242564394751729,0.6001649700662852,0.5483962967720615,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SEC23A,0.006291642032292304,0.12078780524721808,0.05208838772602179,0.9584582656583659,189.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,SEC23B,0.06574472868724378,0.12072161773968518,0.5445978103856317,0.5860301610287102,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SEC24A,0.04303182165202427,0.13250004637472565,0.3247683516300458,0.7453563989660528,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SEC24B,-0.12155118748740225,0.12962794787213602,-0.9376927543996868,0.3484023284622161,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,SEC24C,0.005994900804854302,0.11587292557984213,0.051736855480735415,0.9587383701240613,189.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,SEC24D,0.046468723133912614,0.12845193691891485,0.3617596141290259,0.7175316741646991,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SEC31A,0.31272789617966645,0.1256786042472211,2.4883145230074533,0.012835016663309771,189.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,SIGMAR1,-0.24692626577029325,0.14207034503661434,-1.738056353045778,0.08220088463444497,154.0,1.0,1.0,0.4512413678874665
cell,TangleTotal,SNX4,-0.03324290162558386,0.11650671634946187,-0.2853303454701425,0.7753910663799021,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SNX6,0.1822813982795221,0.10158487905523475,1.7943753044231143,0.07275328590261777,189.0,1.0,1.0,0.4512413678874665
cell,TangleTotal,SORL1,0.12331127102656426,0.12853654090166416,0.9593479812165052,0.3373834713080901,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,SORT1,-0.13923735638090493,0.1017418292198678,-1.368536003810271,0.17114436024302904,189.0,1.0,1.0,0.8053852246730778
cell,TangleTotal,SREBF2,-0.03375471574000113,0.2307487598133446,-0.14628341130546363,0.8836976608443808,68.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,SYK,-0.07990933651760738,0.12179409781818154,-0.6561018797224379,0.5117585750754214,162.0,1.0,1.0,0.974778238238898
cell,TangleTotal,TMED10,0.12415346797644342,0.1315060979075536,0.9440890571000065,0.3451241408124661,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,TMED2,-0.053972873485521516,0.12332568335324277,-0.4376450388758566,0.6616436168591253,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,TMED9,-0.01979706115265679,0.13365955367261154,-0.14811557130549846,0.8822515608639584,189.0,1.0,1.0,0.9818862898270899
cell,TangleTotal,VDAC1,-0.13333705750189137,0.10036353943671115,-1.3285408052589973,0.18399951261091563,189.0,1.0,1.0,0.8177756116040694
cell,TangleTotal,VLDLR,-0.13764357132401286,0.12858597557285426,-1.0704399971365988,0.28442130387778275,189.0,1.0,1.0,0.8238041130152156
cell,TangleTotal,VPS26A,0.012279221199639687,0.12375439122208517,0.09922250902276136,0.920961603427956,189.0,1.0,1.0,0.9833214052554475
cell,TangleTotal,VPS29,0.2631591499775068,0.12087314409703707,2.1771515247939806,0.02946926375875329,189.0,1.0,1.0,0.2946926375875329
cell,TangleTotal,VPS35,0.02414955803517329,0.12836717238879666,0.18812876832738398,0.8507757098541752,189.0,1.0,1.0,0.9818862898270899
nocell,sex,ABCA7,-0.11399138773190334,0.06276829778436499,-1.8160662588542835,0.06936020876561853,1087.0,6.0,4.0,0.16814596064392373
nocell,sex,ADAM10,0.11569319947927033,0.05338837929098075,2.1670108929269394,0.030234023543738452,1313.0,6.0,4.0,0.10516182102169896
nocell,sex,ADAM17,-0.07735667572862487,0.05584009758911135,-1.3853248663324182,0.16595315352054085,1281.0,6.0,5.0,0.2972444633327053
nocell,sex,AP1G1,0.09376851960949535,0.05084545411678309,1.8441868843205829,0.06515590912153339,1313.0,6.0,5.0,0.1628897728038335
nocell,sex,AP2A1,0.028680174275801964,0.050101337279280324,0.5724432886078433,0.5670216960022652,1313.0,6.0,4.0,0.657416459133061
nocell,sex,AP2B1,0.07859968764245831,0.049887290364412855,1.5755453356618356,0.11513062255666973,1313.0,6.0,4.0,0.23026124511333945
nocell,sex,AP3B2,0.03994782735519003,0.05230008195383429,0.763819593828788,0.4449747586741374,1155.0,6.0,5.0,0.5562184483426718
nocell,sex,AP4B1,-0.12740344880253804,0.062053071256190175,-2.0531368749911594,0.04005930451003921,1079.0,6.0,5.0,0.12186087723609293
nocell,sex,AP4E1,0.01633092502433158,0.062067498663538216,0.26311556573046246,0.7924615068138745,1178.0,6.0,4.0,0.8040512054896921
nocell,sex,AP4M1,0.1303360053427819,0.07366094511135488,1.7694044672621303,0.07682640066356165,900.0,5.0,4.0,0.17560320151671235
nocell,sex,AP4S1,-0.07768496002351921,0.05964956200407666,-1.3023559170176295,0.1927947447917424,1240.0,6.0,5.0,0.3281612677306254
nocell,sex,APBA1,0.06246556220986642,0.05593752477606206,1.116702293495081,0.2641216369027115,1313.0,6.0,4.0,0.3972514873089761
nocell,sex,APBA2,-0.1250708924645469,0.05579825364151375,-2.2414839946082914,0.024994741138548625,1313.0,6.0,5.0,0.09088996777654046
nocell,sex,APOE,-0.058448999793980085,0.054306963754643806,-1.0762708086213362,0.28180615995277747,1313.0,6.0,5.0,0.40989986902222175
nocell,sex,APP,0.011776357869439166,0.04278310898335731,0.27525717857531545,0.7831186606982977,1225.0,6.0,3.0,0.8040512054896921
nocell,sex,ARF6,0.0661563280827888,0.05419266816038454,1.2207615961442888,0.22217629833264263,1313.0,6.0,4.0,0.3702938305544044
nocell,sex,BACE1,0.01899239544259329,0.05603677650121823,0.3389273371600952,0.734664469937142,1305.0,6.0,3.0,0.8040512054896921
nocell,sex,BIN1,0.12566015670347022,0.051418756477846314,2.4438583371344405,0.014531131087019464,1313.0,6.0,6.0,0.06118370984008195
nocell,sex,CLU,-0.15397920585911254,0.05081130888099253,-3.0304121119917267,0.0024422025312801424,1313.0,6.0,6.0,0.01953762025024114
nocell,sex,COPA,-0.09800088624421713,0.056580999087858005,-1.7320458780171597,0.08326539428578988,1313.0,6.0,5.0,0.18503420952397753
nocell,sex,COPB1,-0.01754121357472789,0.05506684623463552,-0.31854400195693344,0.7500723227377248,1313.0,6.0,5.0,0.8040512054896921
nocell,sex,COPB2,-0.21958647389438152,0.054124025396447,-4.0570979761013195,4.968624220086485e-05,1313.0,6.0,6.0,0.0007949798752138377
nocell,sex,COPE,-0.16105967290712014,0.05708162501671149,-2.8215677612536,0.004778954031735185,1313.0,6.0,5.0,0.02940894788760114
nocell,sex,COPG1,-0.06107140342660823,0.05798723971524388,-1.0531869377902734,0.29225532388607034,1313.0,6.0,4.0,0.41750760555152905
nocell,sex,COPG2,-0.19745195266997057,0.05574198704144187,-3.5422481893796354,0.00039673200539559175,1313.0,6.0,5.0,0.004534080061663906
nocell,sex,COPZ1,-0.05152006713225946,0.05676621299950915,-0.9075833036934302,0.36409841884853955,1313.0,6.0,5.0,0.4936927713200537
nocell,sex,ECE1,-0.15413450604644865,0.05635781510084052,-2.734926926649963,0.006239412550206986,1297.0,6.0,5.0,0.035653786001182776
nocell,sex,EIF2S1,-0.32092653822155887,0.05609057934486022,-5.721576456688292,1.05540143993213e-08,1313.0,6.0,6.0,8.443211519457039e-07
nocell,sex,GGA1,-0.19570732675920266,0.054652130992197574,-3.580964240665069,0.0003423285092822641,1313.0,6.0,5.0,0.004534080061663906
nocell,sex,GGA2,0.038613185654438345,0.05451753190362281,0.708270978273549,0.4787769959730722,1313.0,6.0,5.0,0.5716740250424743
nocell,sex,GGA3,-0.10487070608139884,0.05433763576961359,-1.9299828672347958,0.05360896062189718,1313.0,6.0,5.0,0.14295722832505914
nocell,sex,GORASP1,0.12184836611021968,0.06874891765122601,1.7723677735317298,0.07633352767551348,928.0,6.0,6.0,0.17560320151671235
nocell,sex,HSPA5,-0.04825136425709962,0.0547944260878566,-0.8805889157363209,0.37854036011532377,1313.0,6.0,4.0,0.504720480153765
nocell,sex,HSPA9,-0.07188689642526325,0.055148437534009956,-1.3035164664625487,0.19239849842422307,1313.0,6.0,4.0,0.3281612677306254
nocell,sex,IDE,-0.3124868397798218,0.057700605649411235,-5.415659615056577,6.106317037086135e-08,1313.0,6.0,6.0,1.8414563112073654e-06
nocell,sex,ITPR1,0.06750055980125597,0.05746137491353868,1.1747118808560204,0.24011000450724618,1313.0,6.0,4.0,0.37664314432509205
nocell,sex,ITPR2,-0.018939636416653152,0.051176534330166966,-0.3700843885688607,0.7113196137416069,1313.0,6.0,5.0,0.8014868887229374
nocell,sex,LRP1,0.00022135432966317558,0.05023667848863068,0.004406229398969349,0.9964843489671876,1313.0,6.0,4.0,0.9964843489671876
nocell,sex,MAP2K3,-0.119325827401172,0.0585444921003638,-2.038207577180954,0.04152917805504122,1239.0,6.0,4.0,0.12186087723609293
nocell,sex,MAPK14,-0.05234439977202675,0.055869251757644615,-0.9369089100940831,0.3488054155470566,1271.0,6.0,4.0,0.4811109179959401
nocell,sex,MAPKAPK2,-0.049028829117772545,0.05711026132630551,-0.8584942176615363,0.3906196220401774,1235.0,6.0,5.0,0.5122880289051507
nocell,sex,MFN2,-0.0676223977383075,0.048957150399962034,-1.381256817152494,0.16720001062464673,1313.0,6.0,5.0,0.2972444633327053
nocell,sex,MIA3,0.02543100201797658,0.05603553881275409,0.45383702123318037,0.6499461353354,1313.0,6.0,3.0,0.7427955832404572
nocell,sex,NCSTN,0.10474341619374475,0.05676170724545672,1.8453182836943043,0.06499125232991501,1297.0,6.0,4.0,0.1628897728038335
nocell,sex,OSBP,0.12762319111171325,0.0560451765018755,2.277148526911008,0.022777357691447415,1313.0,6.0,6.0,0.0867708864436092
nocell,sex,PICALM,0.04311860516559945,0.05170964683491062,0.8338599817411416,0.4043598902097123,1313.0,6.0,3.0,0.5134728764567776
nocell,sex,PLCG2,-0.1458931741128917,0.05969691438844858,-2.4438980742549434,0.014529530734256743,1245.0,6.0,4.0,0.06118370984008195
nocell,sex,PLG,-0.19757290296227695,0.057313130255793626,-3.447253745877976,0.0005663164161713173,1313.0,6.0,4.0,0.005663164161713173
nocell,sex,PREB,0.1629541960099328,0.05597824525272449,2.911027226277725,0.0036024262527821114,1313.0,6.0,5.0,0.02401617501854741
nocell,sex,PSEN1,0.1524264990113335,0.05858257054517906,2.601908683637938,0.009270653341734806,1313.0,6.0,5.0,0.046353266708674026
nocell,sex,RAB1A,0.10658968585943777,0.052378957082764674,2.034971519020778,0.04185373882070218,1313.0,6.0,6.0,0.12186087723609293
nocell,sex,RAB1B,0.08879119470487903,0.058265132114726455,1.5239164742653548,0.12752957756811395,1313.0,6.0,6.0,0.24883820013290528
nocell,sex,RTN3,0.1525061818103976,0.05753538547511338,2.650650213795184,0.00803369941471502,1203.0,6.0,5.0,0.0428463968784801
nocell,sex,RTN4,0.15139370827144996,0.051201656456036505,2.956812703929643,0.003108368676109385,1243.0,6.0,5.0,0.022606317644431887
nocell,sex,SAR1A,-0.015782038768653788,0.05710633515528191,-0.2763623112171306,0.7822698011529416,1313.0,6.0,3.0,0.8040512054896921
nocell,sex,SAR1B,-0.11486816270062594,0.05406227859152753,-2.1247377227386735,0.033608503927950416,1313.0,6.0,5.0,0.11202834642650139
nocell,sex,SEC13,0.017991839951629823,0.057454970319592354,0.3131467974232778,0.754169136485998,1313.0,6.0,3.0,0.8040512054896921
nocell,sex,SEC16A,0.14299145183868398,0.05617084796728411,2.545652362627092,0.010907375217031775,1313.0,6.0,6.0,0.05132882455073777
nocell,sex,SEC23A,-0.016691953566677024,0.05228950719260715,-0.31922185659911867,0.7495582841470545,1313.0,6.0,3.0,0.8040512054896921
nocell,sex,SEC23B,-0.11233091002057197,0.05541435211346471,-2.0271086051961174,0.04265130703263252,1313.0,6.0,5.0,0.12186087723609293
nocell,sex,SEC24A,0.0631411691251131,0.05702031764726092,1.107345096106216,0.26814475393355885,1313.0,6.0,4.0,0.3972514873089761
nocell,sex,SEC24B,0.08122754085206448,0.056342141803286,1.441683582701982,0.1493916571102697,1313.0,6.0,5.0,0.27793796671678084
nocell,sex,SEC24C,-0.09139770586865173,0.05457115050674514,-1.674835604892639,0.09396649096712896,1313.0,6.0,5.0,0.20317079128027882
nocell,sex,SEC24D,0.041949755594122555,0.056905801019878625,0.7371788963917484,0.46101356528135196,1305.0,6.0,4.0,0.5637245188716979
nocell,sex,SEC31A,0.08769585805386919,0.053701778596912095,1.633015895285669,0.10246565365148218,1313.0,6.0,3.0,0.215405789198767
nocell,sex,SIGMAR1,-0.06842589339814477,0.06619615621556753,-1.033683786341251,0.3012840153020955,1071.0,6.0,4.0,0.4228547583187305
nocell,sex,SNX4,0.2898268613421599,0.053735191247648216,5.39361365639216,6.90546116702762e-08,1313.0,6.0,6.0,1.8414563112073654e-06
nocell,sex,SNX6,0.07709479405008805,0.0519617298680038,1.4836841314930955,0.13789273802462718,1313.0,6.0,4.0,0.2626528343326232
nocell,sex,SORL1,0.17581397092602918,0.05741295524970237,3.0622700078993166,0.002196652093776655,1313.0,6.0,5.0,0.019525796389125823
nocell,sex,SORT1,-0.06698298229747643,0.055528824754088844,-1.2062740854702523,0.22771182631286646,1313.0,6.0,3.0,0.3717744103067207
nocell,sex,SREBF2,0.1193446091375795,0.07362251538035998,1.6210341160038202,0.1050103222343989,809.0,5.0,4.0,0.215405789198767
nocell,sex,SYK,-0.04062571557980912,0.059418714150430846,-0.6837191979105549,0.4941524983455492,1227.0,6.0,3.0,0.5813558804065285
nocell,sex,TMED10,-0.06752029117828671,0.05929702386195635,-1.1386792587680987,0.25483695678199214,1313.0,6.0,5.0,0.3920568565876802
nocell,sex,TMED2,-0.06923496428196212,0.05842088903482422,-1.1851063108726696,0.23597541619002937,1313.0,6.0,5.0,0.37664314432509205
nocell,sex,TMED9,-0.1321543045571583,0.05799928881488781,-2.278550431522458,0.02269380337697045,1313.0,6.0,4.0,0.0867708864436092
nocell,sex,VDAC1,0.01426286119546669,0.05462202610022463,0.26111922632265805,0.794000565421071,1313.0,6.0,4.0,0.8040512054896921
nocell,sex,VLDLR,0.2618670961601923,0.05747810235744185,4.555945402158665,5.215048222445713e-06,1281.0,6.0,6.0,0.00010430096444891426
nocell,sex,VPS26A,-0.046760292717205096,0.05521156806311838,-0.846929264239485,0.3970345498086647,1313.0,6.0,6.0,0.512302644914406
nocell,sex,VPS29,-0.0387186685639838,0.053001557353763794,-0.7305194506937309,0.4650727280691508,1313.0,6.0,3.0,0.5637245188716979
nocell,sex,VPS35,-0.107606012981001,0.054624179398307,-1.9699337210425187,0.048845967127147415,1313.0,6.0,4.0,0.13474749552316528
nocell,apoe_genotype,ABCA7,0.0708914338579473,0.056437487431151664,1.2561054200796602,0.20907775128416106,1072.0,6.0,4.0,0.3484629188069351
nocell,apoe_genotype,ADAM10,0.0005889196406040462,0.04947705995437241,0.011902882692446682,0.990503097922503,1292.0,6.0,3.0,0.990503097922503
nocell,apoe_genotype,ADAM17,0.0827361506310783,0.052307467026030854,1.581727339041376,0.1137118287610788,1260.0,6.0,3.0,0.23150311448186406
nocell,apoe_genotype,AP1G1,-0.1285489064528967,0.04633851739134324,-2.7741264436076167,0.005535016048294717,1292.0,6.0,4.0,0.029520085590905163
nocell,apoe_genotype,AP2A1,-0.15089567139832494,0.045932613594036546,-3.2851531753010415,0.0010192694294070663,1292.0,6.0,5.0,0.010192694294070662
nocell,apoe_genotype,AP2B1,-0.13227596281566908,0.04548475081249988,-2.9081386718143283,0.003635870715856229,1292.0,6.0,5.0,0.02136937659734168
nocell,apoe_genotype,AP3B2,-0.09777007453196518,0.0467185228964894,-2.0927475542963276,0.03637169575055703,1137.0,6.0,5.0,0.10015034866697363
nocell,apoe_genotype,AP4B1,0.03287035657180549,0.054721711092674756,0.6006821774293098,0.5480516919595877,1063.0,6.0,4.0,0.6959386564566192
nocell,apoe_genotype,AP4E1,-0.12708184816687143,0.05756067665995964,-2.2077893371130592,0.027258961716119173,1159.0,6.0,6.0,0.08387372835728976
nocell,apoe_genotype,AP4M1,-0.061166741618339925,0.06390628059831288,-0.957131928907074,0.3385006696811578,893.0,5.0,3.0,0.49911882943714264
nocell,apoe_genotype,AP4S1,-0.05302252071067439,0.0552896112352911,-0.9589960849070026,0.33756071750504624,1221.0,6.0,4.0,0.49911882943714264
nocell,apoe_genotype,APBA1,-0.08067807727303247,0.051761286823072884,-1.5586567147915218,0.11907765181937988,1292.0,6.0,5.0,0.232346637696351
nocell,apoe_genotype,APBA2,-0.1283752401504826,0.05195326057448582,-2.470975617910063,0.013474500539587727,1292.0,6.0,5.0,0.05241765900593426
