version,variable,protein,beta,se,z,p,n,strata,strata_same_sign,q
nocell,apoe_genotype,APOE,0.20001368344366163,0.050099236347691124,3.99234994432963,6.542173137410259e-05,1292.0,6.0,5.0,0.0010304954482170945
nocell,apoe_genotype,APP,0.2530185238526054,0.037275241137146135,6.787844052347746,1.1382158393995484e-11,1204.0,6.0,5.0,9.105726715196387e-10
nocell,apoe_genotype,ARF6,-0.002464081803561708,0.04941331804921294,-0.04986675456822427,0.9602285703393911,1292.0,6.0,4.0,0.9848499443046534
nocell,apoe_genotype,BACE1,0.10662965814842082,0.05176376399422813,2.059928604888749,0.03940536663261821,1284.0,6.0,5.0,0.10169126872933731
nocell,apoe_genotype,BIN1,-0.13711409118240825,0.047175802932679874,-2.9064495495301013,0.003655558420770571,1292.0,6.0,3.0,0.02136937659734168
nocell,apoe_genotype,CLU,0.2828235393552631,0.04645976517531014,6.087493948539423,1.1469170973130158e-09,1292.0,6.0,5.0,4.587668389252063e-08
nocell,apoe_genotype,COPA,0.11566621184674782,0.052086627549517234,2.2206508136236565,0.026374621294596057,1292.0,6.0,5.0,0.08387372835728976
nocell,apoe_genotype,COPB1,0.11902455042245942,0.05121355107079159,2.3240831368622317,0.020121038661482706,1292.0,6.0,4.0,0.06707012887160903
nocell,apoe_genotype,COPB2,0.19644371663139273,0.04969911595113826,3.952660180606162,7.728715861628209e-05,1292.0,6.0,4.0,0.0010304954482170945
nocell,apoe_genotype,COPE,0.08552242320296162,0.052831554063474305,1.6187754594576373,0.10549558411190778,1292.0,6.0,3.0,0.2220959665513848
nocell,apoe_genotype,COPG1,0.14285929815821632,0.053219685839502984,2.68433185774609,0.007267492887442171,1292.0,6.0,5.0,0.03419996652913963
nocell,apoe_genotype,COPG2,-0.020830682375651267,0.051030598687489485,-0.4081998430631396,0.6831269633765777,1292.0,6.0,4.0,0.793669039126568
nocell,apoe_genotype,COPZ1,0.08298580027954336,0.052761131188314686,1.5728586254784982,0.11575155724093202,1292.0,6.0,3.0,0.23150311448186406
nocell,apoe_genotype,ECE1,0.15047159573016405,0.05189879280380476,2.899327471816123,0.003739640904534794,1276.0,6.0,4.0,0.02136937659734168
nocell,apoe_genotype,EIF2S1,0.132263097294805,0.05177652948958769,2.5544990867223585,0.010634070868992403,1292.0,6.0,3.0,0.04477503523786275
nocell,apoe_genotype,GGA1,-0.11056577072633987,0.05048494202642274,-2.190074233787812,0.028518853547175458,1292.0,6.0,6.0,0.08450030680644581
nocell,apoe_genotype,GGA2,-0.03740032245857833,0.04997756571977977,-0.748342219552648,0.45425376474484613,1292.0,6.0,4.0,0.6159373081286049
nocell,apoe_genotype,GGA3,-0.1352608915218638,0.050330991958577945,-2.6874274926507025,0.0072004733207734805,1292.0,6.0,4.0,0.03419996652913963
nocell,apoe_genotype,GORASP1,0.021909982915517996,0.06227109041980492,0.3518483901247001,0.72495196594734,916.0,6.0,3.0,0.8168472855744676
nocell,apoe_genotype,HSPA5,0.13077091440352004,0.05056556358310301,2.5861654678999453,0.00970503278230599,1292.0,6.0,4.0,0.04313347903247106
nocell,apoe_genotype,HSPA9,-0.03627358315281156,0.05075447329889507,-0.7146874116729577,0.47480221797939137,1292.0,6.0,5.0,0.6330696239725219
nocell,apoe_genotype,IDE,0.08041839166962755,0.05305160998502568,1.5158520484548237,0.1295567676278906,1292.0,6.0,3.0,0.24103584674956388
nocell,apoe_genotype,ITPR1,0.06622084441541286,0.0525418945902467,1.2603436730221254,0.20754541167846974,1292.0,6.0,4.0,0.3484629188069351
nocell,apoe_genotype,ITPR2,0.17958777229157177,0.04645942669075872,3.865475428419217,0.00011087301148299414,1292.0,6.0,4.0,0.0012671201312342186
nocell,apoe_genotype,LRP1,0.08848312502448345,0.04608540493796425,1.9199815026816178,0.054860235903213005,1292.0,6.0,2.0,0.13299451128051637
nocell,apoe_genotype,MAP2K3,0.09151566223577041,0.05427132742604353,1.6862617255949817,0.09174539958910526,1220.0,6.0,3.0,0.2041985201330487
nocell,apoe_genotype,MAPK14,0.15110099442174302,0.05115802171821217,2.9536129300314857,0.003140776697925196,1251.0,6.0,3.0,0.02136937659734168
nocell,apoe_genotype,MAPKAPK2,0.21446486998664374,0.053063626161207016,4.041654999888259,5.307528064991223e-05,1215.0,6.0,5.0,0.0010304954482170945
nocell,apoe_genotype,MFN2,-0.06846419611384261,0.04461346625810103,-1.534608311260968,0.12488006988391441,1292.0,6.0,5.0,0.23786679977888459
nocell,apoe_genotype,MIA3,0.06932336337230324,0.05168766117780142,1.3411975274686239,0.17985632894221715,1292.0,6.0,2.0,0.32602828622341856
nocell,apoe_genotype,NCSTN,0.02163185519427175,0.05181215360162355,0.41750542470394264,0.6763087572758475,1276.0,6.0,3.0,0.793669039126568
nocell,apoe_genotype,OSBP,-0.15875750941004713,0.052304279393810216,-3.035268074620196,0.002403219758572707,1292.0,6.0,6.0,0.021361953409535173
nocell,apoe_genotype,PICALM,-0.0795474662437577,0.04756432889502464,-1.672418555916566,0.09444181556153503,1292.0,6.0,3.0,0.2041985201330487
nocell,apoe_genotype,PLCG2,0.001092493029664985,0.05460444068556584,0.02000740262053037,0.9840374673111718,1225.0,6.0,3.0,0.990503097922503
nocell,apoe_genotype,PLG,0.05065471081645146,0.05358728924917104,0.9452747382110778,0.34451863185105736,1292.0,6.0,4.0,0.49911882943714264
nocell,apoe_genotype,PREB,-0.04863706186528572,0.05197453438175043,-0.9357863893122902,0.3493831806059998,1292.0,6.0,5.0,0.49911882943714264
nocell,apoe_genotype,PSEN1,0.04211346246532774,0.05409096340421845,0.7785674318761235,0.4362345701776478,1292.0,6.0,3.0,0.6033793363763829
nocell,apoe_genotype,RAB1A,-0.08016975816328215,0.04779926862256831,-1.6772172561115337,0.09350000586115602,1292.0,6.0,6.0,0.2041985201330487
nocell,apoe_genotype,RAB1B,0.011654210548572784,0.05435294050699982,0.21441729628357278,0.8302216548193619,1292.0,6.0,3.0,0.9224685053548467
nocell,apoe_genotype,RTN3,-0.10209317120790676,0.05235433547982851,-1.9500423464880385,0.05117107199864771,1183.0,6.0,5.0,0.12792767999661928
nocell,apoe_genotype,RTN4,-0.1954584837456535,0.04644759519337779,-4.208150775769782,2.574690560797305e-05,1223.0,6.0,5.0,0.0006865841495459481
nocell,apoe_genotype,SAR1A,-0.11071846364305103,0.05323863583431239,-2.0796637988175646,0.03755638075011511,1292.0,6.0,4.0,0.10015034866697363
nocell,apoe_genotype,SAR1B,0.04691409539633381,0.04953567387863059,0.947076959350144,0.3435995644934826,1292.0,6.0,5.0,0.49911882943714264
nocell,apoe_genotype,SEC13,-0.003606327375883361,0.05311633946337161,-0.06789487777805625,0.9458693162868576,1292.0,6.0,4.0,0.9848499443046534
nocell,apoe_genotype,SEC16A,-0.051545423427618996,0.051771026508143476,-0.9956422907610496,0.3194239789064278,1292.0,6.0,4.0,0.49911882943714264
nocell,apoe_genotype,SEC23A,0.02528875108585952,0.04771924562870239,0.5299486769474144,0.5961475153650906,1292.0,6.0,4.0,0.7337200189108807
nocell,apoe_genotype,SEC23B,0.14941761709411366,0.0512268424010348,2.9167836643996505,0.003536609744114232,1292.0,6.0,5.0,0.02136937659734168
nocell,apoe_genotype,SEC24A,-0.13097778215034298,0.053167831942652774,-2.4634779595981384,0.013759635489057743,1292.0,6.0,5.0,0.05241765900593426
nocell,apoe_genotype,SEC24B,0.06807795608476483,0.05117155686356113,1.3303866494873564,0.18339091100067295,1292.0,6.0,2.0,0.32602828622341856
nocell,apoe_genotype,SEC24C,-0.05929166599356727,0.050055264234140126,-1.184524083545392,0.23620566858932057,1292.0,6.0,4.0,0.38564190790093156
nocell,apoe_genotype,SEC24D,-0.04923212892914947,0.05251590959695465,-0.9374707456653173,0.34851646501958944,1284.0,6.0,3.0,0.49911882943714264
nocell,apoe_genotype,SEC31A,-0.11753294833119417,0.049106016066263206,-2.3934531396844796,0.016690613231115967,1292.0,6.0,6.0,0.058054306890838146
nocell,apoe_genotype,SIGMAR1,0.03484478121504314,0.05968354125649785,0.5838256323513566,0.5593376311361983,1056.0,6.0,4.0,0.6991720389202478
nocell,apoe_genotype,SNX4,-0.0636518987701065,0.04929078443423386,-1.291354956118297,0.19658062229580198,1292.0,6.0,4.0,0.3418793431231339
nocell,apoe_genotype,SNX6,0.0796025546958291,0.04731185848540706,1.6825074567802452,0.0924704801904023,1292.0,6.0,4.0,0.2041985201330487
nocell,apoe_genotype,SORL1,-0.006825415010212284,0.053342082792637295,-0.12795554003291343,0.8981841576474929,1292.0,6.0,4.0,0.9843114056410881
nocell,apoe_genotype,SORT1,-0.04010109661450194,0.0516429670957829,-0.7765064416249728,0.4374500188728776,1292.0,6.0,3.0,0.6033793363763829
nocell,apoe_genotype,SREBF2,-0.04504312085338095,0.0659487625000066,-0.6830017599401723,0.4946057304451015,803.0,5.0,3.0,0.6486632530427561
nocell,apoe_genotype,SYK,0.11469016922397146,0.05491115157141565,2.08864986331254,0.03673925310745936,1209.0,6.0,6.0,0.10015034866697363
nocell,apoe_genotype,TMED10,-0.0027545863108713233,0.05523910718221749,-0.049866597260248204,0.9602286956970371,1292.0,6.0,4.0,0.9848499443046534
nocell,apoe_genotype,TMED2,-0.02085780729689889,0.05415572405718874,-0.38514501763235465,0.7001299764960733,1292.0,6.0,3.0,0.800148544566941
nocell,apoe_genotype,TMED9,0.004558701168728588,0.054127642003331304,0.08422131465560648,0.9328804717491621,1292.0,6.0,3.0,0.9848499443046534
nocell,apoe_genotype,VDAC1,-0.12242357843552916,0.05008974397599824,-2.444084731081706,0.014522015490593116,1292.0,6.0,6.0,0.05280732905670224
nocell,apoe_genotype,VLDLR,-0.026779385282966806,0.05235160926136765,-0.5115293619584754,0.6089804338072874,1260.0,6.0,5.0,0.7381581015845907
nocell,apoe_genotype,VPS26A,0.0331010876587417,0.050992127735254675,0.6491411346982574,0.5162471559348798,1292.0,6.0,2.0,0.6661253624966191
nocell,apoe_genotype,VPS29,0.0031519381636620097,0.048631428096814,0.06481278233053787,0.9483230640222088,1292.0,6.0,2.0,0.9848499443046534
nocell,apoe_genotype,VPS35,-0.02037288752948196,0.05014539132912523,-0.40627636936296213,0.684539546246665,1292.0,6.0,5.0,0.793669039126568
nocell,cts_mmse30_lv,ABCA7,0.020775523045295532,0.04643223283589054,0.4474375186462443,0.6545591914986901,391.0,2.0,2.0,0.8006107904067622
nocell,cts_mmse30_lv,ADAM10,-0.08378081783602537,0.03531588064745583,-2.3723270183285368,0.017676437989573263,587.0,2.0,2.0,0.08838218994786631
nocell,cts_mmse30_lv,ADAM17,-0.06688568240346192,0.036348302991354546,-1.8401321904731205,0.06574883231585305,555.0,2.0,2.0,0.1943080068299121
nocell,cts_mmse30_lv,AP1G1,0.03127900681375523,0.036564883892490796,0.8554384284583737,0.39230847705868854,587.0,2.0,1.0,0.6405036360141854
nocell,cts_mmse30_lv,AP2A1,0.14635817168871135,0.03444646315010994,4.248859194945947,2.148619121344939e-05,587.0,2.0,2.0,0.0006795051704988844
nocell,cts_mmse30_lv,AP2B1,0.12247479462099065,0.0350410888023417,3.4951766285528776,0.00047374813226886374,587.0,2.0,2.0,0.007579970116301819
nocell,cts_mmse30_lv,AP3B2,0.122432520415491,0.040315153354346094,3.0368858910043666,0.002390359260753409,429.0,2.0,2.0,0.023209753334867453
nocell,cts_mmse30_lv,AP4B1,0.08412525939124868,0.04921384340193696,1.709382027007825,0.0873802079355578,353.0,2.0,2.0,0.22549731080143948
nocell,cts_mmse30_lv,AP4E1,0.0040328028288334735,0.041663717880831806,0.09679411809498743,0.9228898950820562,456.0,2.0,1.0,0.96791303849879
nocell,cts_mmse30_lv,AP4M1,-0.040433701191619986,0.052349205205569085,-0.7723842421836523,0.4398868840165293,310.0,2.0,2.0,0.6785469033437432
nocell,cts_mmse30_lv,AP4S1,-0.08283477034465259,0.04018398542523263,-2.061387626639899,0.039266074352946885,514.0,2.0,2.0,0.15447289730727615
nocell,cts_mmse30_lv,APBA1,-0.0336985057667542,0.036671653354132194,-0.9189251829289835,0.3581347068646159,587.0,2.0,1.0,0.6322887548412846
nocell,cts_mmse30_lv,APBA2,0.004769650604580351,0.03661360753981298,0.13026988939546366,0.8963529018191501,587.0,2.0,1.0,0.96791303849879
nocell,cts_mmse30_lv,APOE,-0.025407882308428737,0.03569215161579316,-0.711861884425768,0.4765503068295065,587.0,2.0,2.0,0.6814749568524118
nocell,cts_mmse30_lv,APP,-0.03144757105872025,0.03461135914918236,-0.9085910473256624,0.36356603403373866,499.0,2.0,1.0,0.6322887548412846
nocell,cts_mmse30_lv,ARF6,0.0257697764993918,0.03673141646362324,0.701573175782991,0.4829453849544657,587.0,2.0,2.0,0.6814749568524118
nocell,cts_mmse30_lv,BACE1,-0.07373837965792279,0.036600273366828175,-2.014694778885283,0.043936639612245226,579.0,2.0,2.0,0.15447289730727615
nocell,cts_mmse30_lv,BIN1,0.032292967856964415,0.03628785680428761,0.8899111355936795,0.37351360413109425,587.0,2.0,1.0,0.6327272750848021
nocell,cts_mmse30_lv,CLU,-0.09881837664223005,0.03517565490147055,-2.809283207918294,0.0049651947082141315,587.0,2.0,2.0,0.03310129805476088
nocell,cts_mmse30_lv,COPA,-0.0674707398531789,0.03666265120751036,-1.8403126241824403,0.0657223530277784,587.0,2.0,2.0,0.1943080068299121
nocell,cts_mmse30_lv,COPB1,0.025140528205873928,0.03623573870467311,0.6938047658079537,0.4878046534626762,587.0,2.0,1.0,0.6814749568524118
nocell,cts_mmse30_lv,COPB2,-0.06521994015345246,0.035526414383924315,-1.8358154428037199,0.0663849567286967,587.0,2.0,2.0,0.1943080068299121
nocell,cts_mmse30_lv,COPE,-0.013491530590690332,0.036474665829274146,-0.3698877092895032,0.7114661595677916,587.0,2.0,1.0,0.8248883009481641
nocell,cts_mmse30_lv,COPG1,0.012124702480719013,0.036864742314788604,0.32889698176067506,0.7422335557269358,587.0,2.0,1.0,0.8482669208307838
nocell,cts_mmse30_lv,COPG2,-0.07906495526208128,0.03663935137083329,-2.1579245347945992,0.030933699598175445,587.0,2.0,2.0,0.130247156202844
nocell,cts_mmse30_lv,COPZ1,0.026625659293916186,0.03627549567093706,0.7339847134121433,0.46295805481703445,587.0,2.0,1.0,0.6814749568524118
nocell,cts_mmse30_lv,ECE1,-0.0743420232073587,0.03684896580146326,-2.0174792315177164,0.04364552622946565,571.0,2.0,2.0,0.15447289730727615
nocell,cts_mmse30_lv,EIF2S1,-0.028184343748199274,0.0360426068834366,-0.7819729532702421,0.4342304688883223,587.0,2.0,2.0,0.6785469033437432
nocell,cts_mmse30_lv,GGA1,0.1010006042718513,0.035838100619255485,2.8182465735247306,0.0048286712528131485,587.0,2.0,2.0,0.03310129805476088
nocell,cts_mmse30_lv,GGA2,0.04330634938642602,0.036541014566560635,1.1851435954943754,0.23596067671862275,587.0,2.0,2.0,0.4662364941719087
nocell,cts_mmse30_lv,GGA3,0.05861799673070344,0.03539130387335438,1.6562824851117202,0.09766462575943013,587.0,2.0,2.0,0.24207552089868095
nocell,cts_mmse30_lv,GORASP1,-0.046659531975594346,0.04981379758652065,-0.9366788768624251,0.34892376491928856,316.0,2.0,2.0,0.6322887548412846
nocell,cts_mmse30_lv,HSPA5,0.010474439053073633,0.03696545150818677,0.2833575304971955,0.7769027805271915,587.0,2.0,1.0,0.8753834146785257
nocell,cts_mmse30_lv,HSPA9,0.11807836680309278,0.036587167370288894,3.2273164415286195,0.0012495718546747339,587.0,2.0,2.0,0.014280821196282672
nocell,cts_mmse30_lv,IDE,0.0058352098043104724,0.036508620451480775,0.1598310133921754,0.8730141929728175,587.0,2.0,2.0,0.956727882709937
nocell,cts_mmse30_lv,ITPR1,-0.014346227584460197,0.03688570973790648,-0.38893727913596177,0.697322544299369,587.0,2.0,1.0,0.8203794638816105
nocell,cts_mmse30_lv,ITPR2,-0.081779817164038,0.03379584817635538,-2.4198184563171785,0.015528257347373986,587.0,2.0,2.0,0.08281737251932793
nocell,cts_mmse30_lv,LRP1,0.039908886774369885,0.033889304541466395,1.177624838111919,0.23894620326310323,587.0,2.0,2.0,0.4662364941719087
nocell,cts_mmse30_lv,MAP2K3,-0.08798748399732371,0.039077876378167606,-2.2515932837763257,0.024347985880442503,521.0,2.0,2.0,0.11457875708443531
nocell,cts_mmse30_lv,MAPK14,-0.04391096295391224,0.03837610797779309,-1.1442265843978232,0.2525296808169848,547.0,2.0,2.0,0.469822661985088
nocell,cts_mmse30_lv,MAPKAPK2,-0.07573489400873913,0.03881068522668605,-1.951392859115617,0.05101033028702968,513.0,2.0,1.0,0.17003443429009893
nocell,cts_mmse30_lv,MFN2,0.23074828992656246,0.033842090446696935,6.818381692171266,9.207175240591763e-12,587.0,2.0,2.0,7.365740192473411e-10
nocell,cts_mmse30_lv,MIA3,-0.04255682088648498,0.036842357550741854,-1.155105799835767,0.24804710345208325,587.0,2.0,2.0,0.469822661985088
nocell,cts_mmse30_lv,NCSTN,-0.02030263343496779,0.03742419696002618,-0.5425001759330627,0.5874739862898415,571.0,2.0,2.0,0.7343424828623019
nocell,cts_mmse30_lv,OSBP,0.045578753414404476,0.0363816048359313,1.2527966707337181,0.21027971358659403,587.0,2.0,2.0,0.4426941338665138
nocell,cts_mmse30_lv,PICALM,0.050866201062154864,0.0361365413347066,1.4076112207590123,0.15924622303150615,587.0,2.0,1.0,0.3538804956255692
nocell,cts_mmse30_lv,PLCG2,0.016421920096397053,0.03859930021685563,0.42544605741909003,0.6705115369656633,522.0,2.0,1.0,0.8006107904067622
nocell,cts_mmse30_lv,PLG,-0.062483846124552093,0.03653749882992211,-1.710129267890155,0.08724197169570237,587.0,2.0,2.0,0.22549731080143948
nocell,cts_mmse30_lv,PREB,-0.02449434569777991,0.035818256528102624,-0.6838508646718163,0.4940693437179985,587.0,2.0,1.0,0.6814749568524118
nocell,cts_mmse30_lv,PSEN1,-0.055661467575904094,0.03653505864110997,-1.5235083682956705,0.1276315686886007,587.0,2.0,1.0,0.29172929985965873
nocell,cts_mmse30_lv,RAB1A,-0.02325348912359162,0.03690348345994881,-0.630116372315598,0.5286184485783991,587.0,2.0,1.0,0.6932700964962611
nocell,cts_mmse30_lv,RAB1B,-0.003918268670224393,0.036891543167738225,-0.10621048440312825,0.9154153526501407,587.0,2.0,2.0,0.96791303849879
nocell,cts_mmse30_lv,RTN3,-0.0004029613482026391,0.040776936627996294,-0.009882089767527491,0.9921153614762107,477.0,2.0,1.0,0.9921153614762106
nocell,cts_mmse30_lv,RTN4,0.02532299570351092,0.038197186441446096,0.6629544755169204,0.5073597109165238,517.0,2.0,1.0,0.6879453707342695
nocell,cts_mmse30_lv,SAR1A,0.0027421128125136103,0.03674041107295525,0.07463478857295883,0.9405052940250386,587.0,2.0,1.0,0.96791303849879
nocell,cts_mmse30_lv,SAR1B,-0.015689925844710913,0.03644101863134591,-0.4305567306841066,0.6667907086399095,587.0,2.0,1.0,0.8006107904067622
nocell,cts_mmse30_lv,SEC13,0.10186313889833393,0.03679522553932779,2.7683792504399705,0.0056335857115432705,587.0,2.0,2.0,0.03466821976334321
nocell,cts_mmse30_lv,SEC16A,-0.07360718693566067,0.03661700810807508,-2.0101911854297074,0.044410957975841894,587.0,2.0,1.0,0.15447289730727615
nocell,cts_mmse30_lv,SEC23A,0.1530296264556806,0.03634482707213291,4.210492628069616,2.5481443893708163e-05,587.0,2.0,2.0,0.0006795051704988844
nocell,cts_mmse30_lv,SEC23B,-0.04419504583292761,0.03676155097173308,-1.2022084124500172,0.22928279080745662,587.0,2.0,2.0,0.4662364941719087
nocell,cts_mmse30_lv,SEC24A,0.022153037692679886,0.03715147710320187,0.5962895534716341,0.5509818085868697,587.0,2.0,1.0,0.6996594394753901
nocell,cts_mmse30_lv,SEC24B,-0.07901547990054654,0.03657429764569302,-2.1604100416635448,0.030740940774381182,587.0,2.0,2.0,0.130247156202844
nocell,cts_mmse30_lv,SEC24C,0.11833397658265353,0.0355989016857581,3.324090659515906,0.0008870735338248094,587.0,2.0,2.0,0.011827647117664125
nocell,cts_mmse30_lv,SEC24D,-0.028622118121151927,0.037381757265008836,-0.765670749992902,0.44387223544617915,579.0,2.0,2.0,0.6785469033437432
nocell,cts_mmse30_lv,SEC31A,0.022437965852961747,0.03658459345537363,0.6133173484716148,0.5396665244856795,587.0,2.0,1.0,0.696343902562167
nocell,cts_mmse30_lv,SIGMAR1,-0.135431774337535,0.045477198948500386,-2.9780148617090867,0.0029012191668584316,368.0,2.0,2.0,0.023209753334867453
nocell,cts_mmse30_lv,SNX4,0.05914298833548776,0.035941137052145876,1.6455513983789396,0.0998561523707059,587.0,2.0,2.0,0.24207552089868095
nocell,cts_mmse30_lv,SNX6,-0.06560123660735026,0.03594676708721765,-1.8249551190008817,0.06800780239046923,587.0,2.0,2.0,0.1943080068299121
nocell,cts_mmse30_lv,SORL1,0.027630837042069506,0.036539707137050056,0.7561866037522985,0.4495373234652299,587.0,2.0,1.0,0.6785469033437432
nocell,cts_mmse30_lv,SORT1,0.002587819469173878,0.036654080999368226,0.07060112813136638,0.9437152125363202,587.0,2.0,1.0,0.96791303849879
nocell,cts_mmse30_lv,SREBF2,-0.08782385666490229,0.05047720188201267,-1.7398717319986379,0.08188154332414573,322.0,2.0,2.0,0.22549731080143948
