version,variable,cohort,protein,from_bucket,to_bucket,beta,se,n,p
cell,apoe_genotype,ROSMAP,HSPA9,33,24,-0.2738817058951526,0.32435040527151016,394,0.3984455371350032
cell,apoe_genotype,ROSMAP,HSPA9,33,34,0.15196871938804846,0.12786053933199687,394,0.2346165611948211
cell,apoe_genotype,ROSMAP,IDE,33,23,0.1587044856390311,0.13721959165816203,394,0.2474468263369054
cell,apoe_genotype,ROSMAP,IDE,33,24,-0.45959180274754496,0.3217926222243011,394,0.1532275229574751
cell,apoe_genotype,ROSMAP,IDE,33,34,0.1408389223208787,0.12685224856190633,394,0.26688719175770204
cell,apoe_genotype,ROSMAP,ITPR1,33,23,-0.1353511142428261,0.14245136197321584,394,0.3420326427126187
cell,apoe_genotype,ROSMAP,ITPR1,33,24,0.09655610774073574,0.3340616070552021,394,0.7725531939534095
cell,apoe_genotype,ROSMAP,ITPR1,33,34,0.13373488627450836,0.1316887432665204,394,0.3098495748602663
cell,apoe_genotype,ROSMAP,ITPR2,33,23,-0.32839225677226247,0.11544330825327193,394,0.004446453861145484
cell,apoe_genotype,ROSMAP,ITPR2,33,24,0.15441639316272127,0.2707252254008512,394,0.568419643122942
cell,apoe_genotype,ROSMAP,ITPR2,33,34,-0.1289525439497295,0.1067212273144945,394,0.22692725878650732
cell,apoe_genotype,ROSMAP,LRP1,33,23,-0.0152415598016886,0.12246111528291982,394,0.9009507501129477
cell,apoe_genotype,ROSMAP,LRP1,33,24,0.2547869537584307,0.28718263136632216,394,0.3749740005285227
cell,apoe_genotype,ROSMAP,LRP1,33,34,0.06185442356317697,0.11320881841520332,394,0.5848084620351164
cell,apoe_genotype,ROSMAP,MAP2K3,33,23,-0.28816701036136516,0.15344841598754083,347,0.06038929150027842
cell,apoe_genotype,ROSMAP,MAP2K3,33,24,-0.06361894603894738,0.3375987092339295,347,0.8505274614634095
cell,apoe_genotype,ROSMAP,MAP2K3,33,34,-0.23017756467393194,0.14217148023853524,347,0.1054443299512664
cell,apoe_genotype,ROSMAP,MAPK14,33,23,-0.0594606550688813,0.1313658073052494,364,0.6508121789605796
cell,apoe_genotype,ROSMAP,MAPK14,33,24,0.049462585149012736,0.312864491909038,364,0.8743812521568566
cell,apoe_genotype,ROSMAP,MAPK14,33,34,-0.14791796523447936,0.12174368489053555,364,0.22436800838380033
cell,apoe_genotype,ROSMAP,MAPKAPK2,33,23,-0.3041425280361851,0.13932542978764975,363,0.02903839224444564
cell,apoe_genotype,ROSMAP,MAPKAPK2,33,24,-0.10763485148476164,0.31263604922406085,363,0.7306344910886942
cell,apoe_genotype,ROSMAP,MAPKAPK2,33,34,0.05494982377410061,0.12937424377443624,363,0.6710295600586778
cell,apoe_genotype,ROSMAP,MFN2,33,23,0.13777521401462606,0.12776851061543143,394,0.2808914158523719
cell,apoe_genotype,ROSMAP,MFN2,33,24,0.043117349581157295,0.2996289638512968,394,0.8855774809975285
cell,apoe_genotype,ROSMAP,MFN2,33,34,0.0077743215411295846,0.11811522444513277,394,0.9475212849416961
cell,apoe_genotype,ROSMAP,MIA3,33,23,0.09272278192298657,0.1484338276480556,394,0.5321849122770286
cell,apoe_genotype,ROSMAP,MIA3,33,24,-0.0010312166930749895,0.34809104187285816,394,0.9976362773649604
cell,apoe_genotype,ROSMAP,MIA3,33,34,-0.0701512704058447,0.13721921609206544,394,0.6091864907049271
cell,apoe_genotype,ROSMAP,NCSTN,33,23,0.12858809347410893,0.1475593860057183,378,0.38351786618564365
cell,apoe_genotype,ROSMAP,NCSTN,33,24,0.46823688344590353,0.34294873449234525,378,0.17215055608275653
cell,apoe_genotype,ROSMAP,NCSTN,33,34,0.15357874811335337,0.13758520103122288,378,0.26431741587732627
cell,apoe_genotype,ROSMAP,OSBP,33,23,0.15192308885961298,0.13979573794245262,394,0.2771470868805188
cell,apoe_genotype,ROSMAP,OSBP,33,24,-0.2264215053215705,0.3278339233099391,394,0.48977975389783823
cell,apoe_genotype,ROSMAP,OSBP,33,34,0.14977861387660063,0.1292337594295436,394,0.2464666356599733
cell,apoe_genotype,ROSMAP,PICALM,33,23,0.03282342877506323,0.13331104402447233,394,0.8055143525750392
cell,apoe_genotype,ROSMAP,PICALM,33,24,0.33539566289366257,0.3126267168536828,394,0.28334690660419315
cell,apoe_genotype,ROSMAP,PICALM,33,34,0.1329419228146717,0.1232390031794248,394,0.2807069757128088
cell,apoe_genotype,ROSMAP,PLCG2,33,23,0.0634002603270532,0.13563157525807656,338,0.6401817516348902
cell,apoe_genotype,ROSMAP,PLCG2,33,24,-0.020524296961067827,0.303125081971054,338,0.9460172827276674
cell,apoe_genotype,ROSMAP,PLCG2,33,34,-0.08917293952727232,0.12763402650655034,338,0.48476379992367513
cell,apoe_genotype,ROSMAP,PLG,33,23,0.0466107764308247,0.14289496175438496,394,0.744281301175742
cell,apoe_genotype,ROSMAP,PLG,33,24,0.4560658995275987,0.33510188953291237,394,0.17352101910902717
cell,apoe_genotype,ROSMAP,PLG,33,34,0.0015767831271146877,0.13209882778158774,394,0.9904763648572558
cell,apoe_genotype,ROSMAP,PREB,33,23,0.1557654348095746,0.1434533777349113,394,0.27755589632343713
cell,apoe_genotype,ROSMAP,PREB,33,24,-0.5689834901863369,0.3364114266077141,394,0.09077336668093745
cell,apoe_genotype,ROSMAP,PREB,33,34,0.09682389080742208,0.1326150537949921,394,0.46532150263459127
cell,apoe_genotype,ROSMAP,PSEN1,33,23,-0.22845118024201327,0.14586629510481758,394,0.11730920128292738
cell,apoe_genotype,ROSMAP,PSEN1,33,24,-0.2311566437161518,0.3420699408059417,394,0.49919403618045755
cell,apoe_genotype,ROSMAP,PSEN1,33,34,0.18950601215465646,0.13484566817204988,394,0.15991578909823834
cell,apoe_genotype,ROSMAP,RAB1A,33,23,0.10498590858473171,0.11893233743896998,394,0.37737868685357
cell,apoe_genotype,ROSMAP,RAB1A,33,24,-0.4593524620291225,0.2789073212452977,394,0.09956386506026971
cell,apoe_genotype,ROSMAP,RAB1A,33,34,0.09467767439932652,0.10994665009964961,394,0.38916987600167086
cell,apoe_genotype,ROSMAP,RAB1B,33,23,0.2597528291141268,0.12821188528549016,394,0.04276834189295074
cell,apoe_genotype,ROSMAP,RAB1B,33,24,-0.2859761827041896,0.3006687184226517,394,0.34153645518364606
cell,apoe_genotype,ROSMAP,RAB1B,33,34,0.03010629865099135,0.11852510085689513,394,0.799489541692385
cell,apoe_genotype,ROSMAP,RTN3,33,23,0.2841699254927827,0.16656435479518467,285,0.08799563222271044
cell,apoe_genotype,ROSMAP,RTN3,33,24,0.184845268638309,0.35560709587795286,285,0.60320160682075
cell,apoe_genotype,ROSMAP,RTN3,33,34,0.09202677507992407,0.1562999837067416,285,0.5560068436156413
cell,apoe_genotype,ROSMAP,RTN4,33,23,0.2731317755606152,0.15828833613605683,325,0.08443143009039024
cell,apoe_genotype,ROSMAP,RTN4,33,24,0.016047550169831074,0.3578615474874632,325,0.964232528915723
cell,apoe_genotype,ROSMAP,RTN4,33,34,0.11672970725675369,0.1445762827678767,325,0.41944078146077457
cell,apoe_genotype,ROSMAP,SAR1A,33,23,0.2805025678311429,0.14772811345896886,394,0.0575939594320738
cell,apoe_genotype,ROSMAP,SAR1A,33,24,-0.3336079208625275,0.34643607688788103,394,0.335562039913602
cell,apoe_genotype,ROSMAP,SAR1A,33,34,0.04448183080904062,0.13656682068229983,394,0.7446401670576035
cell,apoe_genotype,ROSMAP,SAR1B,33,23,0.014783730578923062,0.13374869124678984,394,0.9119861671727424
cell,apoe_genotype,ROSMAP,SAR1B,33,24,-0.3640794585508059,0.31365304003083944,394,0.24573490240339135
cell,apoe_genotype,ROSMAP,SAR1B,33,34,0.19445673705585118,0.12364358486894149,394,0.11578366998336366
cell,apoe_genotype,ROSMAP,SEC13,33,23,-0.07980711640118067,0.14764559055632226,394,0.58883043204942
cell,apoe_genotype,ROSMAP,SEC13,33,24,-0.24685786993748365,0.34624255305564017,394,0.47586911661383413
cell,apoe_genotype,ROSMAP,SEC13,33,34,0.14296100583474033,0.13649053262727737,394,0.2949123554213735
cell,apoe_genotype,ROSMAP,SEC16A,33,23,0.10585391177970438,0.14310355592674934,394,0.45948115128366673
cell,apoe_genotype,ROSMAP,SEC16A,33,24,-0.2887037054287914,0.3355910621422658,394,0.38963237230953773
cell,apoe_genotype,ROSMAP,SEC16A,33,34,-0.09341717725237238,0.13229166205169146,394,0.4800975862513204
cell,apoe_genotype,ROSMAP,SEC23A,33,23,-0.10736167115085185,0.1447885415197224,394,0.4583862812205802
cell,apoe_genotype,ROSMAP,SEC23A,33,24,0.06569833327051824,0.3395425090589986,394,0.8465746529860342
cell,apoe_genotype,ROSMAP,SEC23A,33,34,0.1642477822748076,0.13384934203514107,394,0.2197814851896971
cell,apoe_genotype,ROSMAP,SEC23B,33,23,0.12611416540220846,0.1339910457148318,394,0.3465955199260733
cell,apoe_genotype,ROSMAP,SEC23B,33,24,-0.08359523530478277,0.3142213836531793,394,0.7902089463044715
cell,apoe_genotype,ROSMAP,SEC23B,33,34,0.27415301424678523,0.12386762874524695,394,0.026878754272860527
cell,apoe_genotype,ROSMAP,SEC24A,33,23,0.12240232039172665,0.15160481745987553,394,0.4194490187268386
cell,apoe_genotype,ROSMAP,SEC24A,33,24,0.16805523738285202,0.35552730599710997,394,0.6364322845582161
cell,apoe_genotype,ROSMAP,SEC24A,33,34,0.05024556151459183,0.14015062831196418,394,0.7199608327500768
cell,apoe_genotype,ROSMAP,SEC24B,33,23,0.00890138400719475,0.14737722907492742,394,0.9518381428631983
cell,apoe_genotype,ROSMAP,SEC24B,33,24,0.26392018780765825,0.34561322058380795,394,0.44508851794476356
cell,apoe_genotype,ROSMAP,SEC24B,33,34,-0.10264610972366382,0.13624244664384766,394,0.4512049511547137
cell,apoe_genotype,ROSMAP,SEC24C,33,23,0.03596175537418489,0.14398627900084449,394,0.8027743388952484
cell,apoe_genotype,ROSMAP,SEC24C,33,24,0.2043785701690763,0.337661129319106,394,0.5449948531693981
cell,apoe_genotype,ROSMAP,SEC24C,33,34,-0.01953158175160743,0.133107692805415,394,0.8833410466229762
cell,apoe_genotype,ROSMAP,SEC24D,33,23,0.06461529227302615,0.14872428758478054,386,0.6639518078525543
cell,apoe_genotype,ROSMAP,SEC24D,33,24,0.001445764850591341,0.34555906400713415,386,0.9966617860516626
cell,apoe_genotype,ROSMAP,SEC24D,33,34,-0.0036393915821575566,0.13663884507565274,386,0.9787507641246059
cell,apoe_genotype,ROSMAP,SEC31A,33,23,-0.04897292042651085,0.1468559002916263,394,0.7387749914963637
cell,apoe_genotype,ROSMAP,SEC31A,33,24,0.09091775569072265,0.34439065641354427,394,0.7917830010769926
cell,apoe_genotype,ROSMAP,SEC31A,33,34,-0.0399487594129328,0.13576050578101126,394,0.7685599504536367
cell,apoe_genotype,ROSMAP,SIGMAR1,33,23,-0.06520532559538356,0.18968119480637471,212,0.7310247300993988
cell,apoe_genotype,ROSMAP,SIGMAR1,33,24,-0.44907950602624985,0.4156349171520347,212,0.2799346019359983
cell,apoe_genotype,ROSMAP,SIGMAR1,33,34,-0.04728060646812299,0.1858213560906921,212,0.7991547348302938
cell,apoe_genotype,ROSMAP,SNX4,33,23,0.03332823655204273,0.11754761219324718,394,0.7767708354042352
cell,apoe_genotype,ROSMAP,SNX4,33,24,0.015218454504015308,0.2756600125884451,394,0.9559732858186653
cell,apoe_genotype,ROSMAP,SNX4,33,34,0.1892415175956918,0.10866654491249846,394,0.08159802070000736
cell,apoe_genotype,ROSMAP,SNX6,33,23,-0.39430420045634124,0.137546516093391,394,0.004147797725559259
cell,apoe_genotype,ROSMAP,SNX6,33,24,-0.3377285824984089,0.32255929023438823,394,0.2950867016516794
cell,apoe_genotype,ROSMAP,SNX6,33,34,-0.17871749345024718,0.1271544728960374,394,0.15986825170321273
cell,apoe_genotype,ROSMAP,SORL1,33,23,0.04092302489586522,0.14233060939984182,394,0.7737135014179821
cell,apoe_genotype,ROSMAP,SORL1,33,24,0.011013259193012052,0.3337784311124901,394,0.9736780018336028
cell,apoe_genotype,ROSMAP,SORL1,33,34,-0.2120578116092552,0.13157711390465576,394,0.10703554898353024
cell,apoe_genotype,ROSMAP,SORT1,33,23,-0.1479365814353051,0.11919326312911414,394,0.2145507664587062
cell,apoe_genotype,ROSMAP,SORT1,33,24,-0.10483653069518853,0.2795192160995423,394,0.7076157021893134
cell,apoe_genotype,ROSMAP,SORT1,33,34,0.021736791871037518,0.1101878620876929,394,0.8436160250619903
cell,apoe_genotype,ROSMAP,SREBF2,33,23,-0.34689563262222134,0.1769279828661435,251,0.049918689067035685
cell,apoe_genotype,ROSMAP,SREBF2,33,24,-0.9386523058836255,0.40674170511102653,251,0.021013847704144176
cell,apoe_genotype,ROSMAP,SREBF2,33,34,-0.13895797089599743,0.16319316334784761,251,0.39449509198515365
cell,apoe_genotype,ROSMAP,SYK,33,23,-0.11757733596950935,0.11852795645060457,339,0.3212073898911685
cell,apoe_genotype,ROSMAP,SYK,33,24,-0.09053500679626635,0.2854556573642353,339,0.7511224906527946
cell,apoe_genotype,ROSMAP,SYK,33,34,0.10596276555554979,0.10794387388044732,339,0.3262738500937622
cell,apoe_genotype,ROSMAP,TMED10,33,23,0.05410120747924593,0.1464818577943118,394,0.7118763588945769
cell,apoe_genotype,ROSMAP,TMED10,33,24,-0.2461741183015892,0.34351349219391886,394,0.4735987552734632
cell,apoe_genotype,ROSMAP,TMED10,33,34,-0.07260734060818531,0.1354147232927478,394,0.5918307135660568
cell,apoe_genotype,ROSMAP,TMED2,33,23,0.07542326197792662,0.14199961134356653,394,0.5953140163449528
cell,apoe_genotype,ROSMAP,TMED2,33,24,-0.26810808781652795,0.3330022100846261,394,0.4207480990888576
cell,apoe_genotype,ROSMAP,TMED2,33,34,0.053924723189412875,0.13127112372351063,394,0.6812273181450552
cell,apoe_genotype,ROSMAP,TMED9,33,23,-0.22353089524210762,0.1451657079553923,394,0.1236011536583727
cell,apoe_genotype,ROSMAP,TMED9,33,24,-0.17868510501854926,0.34042699920273517,394,0.599662975063351
cell,apoe_genotype,ROSMAP,TMED9,33,34,-0.2168019342238603,0.13419801243904372,394,0.10619432579023173
cell,apoe_genotype,ROSMAP,VDAC1,33,23,0.07433670828214531,0.13624404090228112,394,0.5853310356305278
cell,apoe_genotype,ROSMAP,VDAC1,33,24,-0.17681531038727982,0.31950486555592494,394,0.5799867153083543
cell,apoe_genotype,ROSMAP,VDAC1,33,34,-0.12108119638949717,0.1259504035303452,394,0.33638110038186975
cell,apoe_genotype,ROSMAP,VLDLR,33,23,-0.2519653125073358,0.153077937410342,362,0.09976506694767219
cell,apoe_genotype,ROSMAP,VLDLR,33,24,-0.10200188794257393,0.34765377859108754,362,0.7692158334209744
cell,apoe_genotype,ROSMAP,VLDLR,33,34,-0.13073573513503245,0.14152970061526235,362,0.3556250511093194
cell,apoe_genotype,ROSMAP,VPS26A,33,23,0.07302106414009753,0.13228470360675776,394,0.580948831058228
cell,apoe_genotype,ROSMAP,VPS26A,33,24,-0.3013294599242607,0.3102198537350845,394,0.3313781822230679
cell,apoe_genotype,ROSMAP,VPS26A,33,34,0.06315836411570931,0.1222902057941258,394,0.6055310883812172
cell,apoe_genotype,ROSMAP,VPS29,33,23,0.014227423809537842,0.12470724262735033,394,0.9091691540329561
cell,apoe_genotype,ROSMAP,VPS29,33,24,-0.15770585978037213,0.2924500075425652,394,0.5897091901665638
cell,apoe_genotype,ROSMAP,VPS29,33,34,0.09132749388627878,0.11528524424299032,394,0.4282515357409876
cell,apoe_genotype,ROSMAP,VPS35,33,23,0.15031643676880968,0.1466774207875885,394,0.30545301056700236
cell,apoe_genotype,ROSMAP,VPS35,33,24,0.11449599790315747,0.34397210548416474,394,0.7392367981154382
cell,apoe_genotype,ROSMAP,VPS35,33,34,0.0797680686413166,0.1355955109276101,394,0.5563446573120174
cell,apoe_genotype,Diverse,ABCA7,33,34,0.48144454537991005,0.4460760487679285,47,0.2804593418276572
cell,apoe_genotype,Diverse,ADAM10,33,34,-0.20510061780349317,0.13526213112752236,47,0.12943856309283647
cell,apoe_genotype,Diverse,ADAM17,33,34,-0.3535620203896154,0.2754750643855467,47,0.19932995523924846
cell,apoe_genotype,Diverse,AP1G1,33,34,-0.08915974669921378,0.16387764422757006,47,0.5863981880164095
cell,apoe_genotype,Diverse,AP2A1,33,34,-0.11313105490155419,0.10178466938794949,47,0.26636420091511626
cell,apoe_genotype,Diverse,AP2B1,33,34,-0.11684146978429535,0.12078919809757951,47,0.3333854842199522
cell,apoe_genotype,Diverse,AP3B2,33,34,-0.29091972121147464,0.22164855571992303,47,0.18934237104029583
cell,apoe_genotype,Diverse,AP4B1,33,34,-0.5292250263774123,0.5448621081248864,47,0.33139848781949577
cell,apoe_genotype,Diverse,AP4E1,33,34,-0.5551602221166313,0.40362562111714184,45,0.16899707271144848
cell,apoe_genotype,Diverse,AP4S1,33,34,0.3577814715936596,0.3099813328699244,47,0.2484168375680208
cell,apoe_genotype,Diverse,APBA1,33,34,-0.31199585847406197,0.24527980305628858,47,0.20337319316569213
cell,apoe_genotype,Diverse,APBA2,33,34,-0.31455090656406887,0.2878058475341343,47,0.27442566175047967
cell,apoe_genotype,Diverse,APOE,33,34,-0.03949671687706677,0.3409882151008091,47,0.9077871532931046
cell,apoe_genotype,Diverse,APP,33,34,-0.12068983543399547,0.32059336344444156,47,0.7065766680874376
cell,apoe_genotype,Diverse,ARF6,33,34,-0.3117193363146243,0.25988044979145675,47,0.23034444578347624
cell,apoe_genotype,Diverse,BACE1,33,34,0.12574141575671385,0.29481180032593096,47,0.6697332115095178
cell,apoe_genotype,Diverse,BIN1,33,34,-0.07618037529833607,0.1974915732783224,47,0.6996893261562449
cell,apoe_genotype,Diverse,CLU,33,34,-0.19552537399615907,0.2826527874131331,47,0.4890936561735827
cell,apoe_genotype,Diverse,COPA,33,34,-0.47699794177637345,0.33871671381124047,47,0.1590569422371908
cell,apoe_genotype,Diverse,COPB1,33,34,-0.19611427098017298,0.33516978078761805,47,0.5584675756919386
cell,apoe_genotype,Diverse,COPB2,33,34,-0.4041061492590586,0.300666529126159,47,0.1789372727262457
cell,apoe_genotype,Diverse,COPE,33,34,-0.20768421563641454,0.3115213198475189,47,0.5049782338858666
cell,apoe_genotype,Diverse,COPG1,33,34,-0.24446292241858925,0.3329761186983572,47,0.4628417577998436
cell,apoe_genotype,Diverse,COPG2,33,34,-0.06385774944132022,0.24901501400003034,47,0.7976100527970726
cell,apoe_genotype,Diverse,COPZ1,33,34,-0.31486540806060104,0.4177979024469095,47,0.4510708862567133
cell,apoe_genotype,Diverse,ECE1,33,34,-0.21339887139139846,0.3985766964963129,47,0.5923717150237514
cell,apoe_genotype,Diverse,EIF2S1,33,34,-0.13374619846512836,0.4207107970905185,47,0.7505567608237256
cell,apoe_genotype,Diverse,GGA1,33,34,-0.17769197882890372,0.26092835809339526,47,0.49587205553945324
cell,apoe_genotype,Diverse,GGA2,33,34,-0.03248853463901969,0.3086972789579241,47,0.9161822022068421
cell,apoe_genotype,Diverse,GGA3,33,34,0.11379789253989375,0.2251144018483594,47,0.6131997057119627
cell,apoe_genotype,Diverse,GORASP1,33,34,0.4811198211170744,0.3933516456082351,45,0.22128096134821174
cell,apoe_genotype,Diverse,HSPA5,33,34,-0.10738767967512157,0.39813604888005316,47,0.7873709874422455
cell,apoe_genotype,Diverse,HSPA9,33,34,-0.5575966148576633,0.3001773486607398,47,0.06323191196126911
cell,apoe_genotype,Diverse,IDE,33,34,0.023743010796452392,0.40474757225281954,47,0.9532219000268116
cell,apoe_genotype,Diverse,ITPR1,33,34,0.18235025976907812,0.16863818390157873,47,0.27955896342039843
cell,apoe_genotype,Diverse,ITPR2,33,34,-0.04949134634030565,0.2708515723578494,47,0.8550138197518272
cell,apoe_genotype,Diverse,LRP1,33,34,-0.08693623377629747,0.23964025610681267,47,0.7167706620714812
cell,apoe_genotype,Diverse,MAP2K3,33,34,-0.2180887393844415,0.2757836527823372,47,0.4290627695887227
cell,apoe_genotype,Diverse,MAPK14,33,34,0.12272463810100795,0.31247232955793963,47,0.6945014644962855
cell,apoe_genotype,Diverse,MAPKAPK2,33,34,-0.1950642600325407,0.29515824724069273,47,0.5086891044739235
cell,apoe_genotype,Diverse,MFN2,33,34,-0.13024174659401724,0.249938924603859,47,0.6023010880882829
cell,apoe_genotype,Diverse,MIA3,33,34,-0.30068612879672496,0.2583740801093662,47,0.24452017362485778
cell,apoe_genotype,Diverse,NCSTN,33,34,0.3388355685879624,0.3535879418322981,47,0.3379225617605328
cell,apoe_genotype,Diverse,OSBP,33,34,-0.14102543814700133,0.357351790625731,47,0.6931083255374344
cell,apoe_genotype,Diverse,PICALM,33,34,0.20151743846568518,0.3495595768093649,47,0.5642843402443674
cell,apoe_genotype,Diverse,PLCG2,33,34,0.15367784820877378,0.28552822738173433,47,0.5904231295196072
cell,apoe_genotype,Diverse,PLG,33,34,0.9155805631743374,0.3625162378198932,47,0.011549224264213074
cell,apoe_genotype,Diverse,PREB,33,34,-0.1569064839780341,0.30149840769591235,47,0.6027692956061623
cell,apoe_genotype,Diverse,PSEN1,33,34,-0.054980795389969486,0.46202509498454924,47,0.9052756831493036
cell,apoe_genotype,Diverse,RAB1A,33,34,-0.2857096596591965,0.1764467308583375,47,0.10539556740360755
cell,apoe_genotype,Diverse,RAB1B,33,34,-0.3337999256378419,0.1722503922508249,47,0.05263833531585382
cell,apoe_genotype,Diverse,RTN3,33,34,-0.12806363343017022,0.23301337506473377,47,0.5825952824763203
cell,apoe_genotype,Diverse,RTN4,33,34,0.4818530435138792,0.24199358605896237,47,0.046460986091843876
cell,apoe_genotype,Diverse,SAR1A,33,34,-0.13423229974815842,0.28804369152244313,47,0.6412057109202915
cell,apoe_genotype,Diverse,SAR1B,33,34,0.2214161039653645,0.2701321018716206,47,0.4124107497860323
cell,apoe_genotype,Diverse,SEC13,33,34,-0.5987378062743433,0.34639910820721304,47,0.08390537080713643
cell,apoe_genotype,Diverse,SEC16A,33,34,-0.1067491985009965,0.24381220793109637,47,0.6615068474176713
cell,apoe_genotype,Diverse,SEC23A,33,34,0.21094957742370224,0.2568201747698008,47,0.4114240378846331
cell,apoe_genotype,Diverse,SEC23B,33,34,0.031240848312459227,0.25910509738302967,47,0.9040299606119515
cell,apoe_genotype,Diverse,SEC24A,33,34,-0.44640865123894724,0.230492861589974,47,0.05277506078465672
cell,apoe_genotype,Diverse,SEC24B,33,34,-0.5774935309712542,0.2435261487325275,47,0.01772170339285464
cell,apoe_genotype,Diverse,SEC24C,33,34,0.4544997517427022,0.3296584639689987,47,0.16798761807973261
cell,apoe_genotype,Diverse,SEC24D,33,34,0.31955156411825225,0.3151623260180733,47,0.3106176285645912
cell,apoe_genotype,Diverse,SEC31A,33,34,-0.3588729484157092,0.24910344973713427,47,0.149681245686556
cell,apoe_genotype,Diverse,SIGMAR1,33,34,-0.2804858743392591,0.39382837881111166,45,0.47633888855226914
cell,apoe_genotype,Diverse,SNX4,33,34,0.13076598889258853,0.22193619937149714,47,0.5557235502633773
cell,apoe_genotype,Diverse,SNX6,33,34,-0.15845577748357614,0.2863357250184256,47,0.5799953075842093
cell,apoe_genotype,Diverse,SORL1,33,34,0.04491553356326067,0.4094588619818917,47,0.9126513749620677
cell,apoe_genotype,Diverse,SORT1,33,34,0.009123121544306861,0.24773320909524146,47,0.9706234264417136
cell,apoe_genotype,Diverse,SYK,33,34,0.22416394286638278,0.338560530662415,47,0.5079014279925018
cell,apoe_genotype,Diverse,TMED10,33,34,-0.3889910776562076,0.4094801253389837,47,0.3421309176234091
cell,apoe_genotype,Diverse,TMED2,33,34,-0.1909603691392369,0.3527406685633838,47,0.5882581420206292
cell,apoe_genotype,Diverse,TMED9,33,34,-0.23775187921757912,0.30487349396215335,47,0.4354863452512463
cell,apoe_genotype,Diverse,VDAC1,33,34,-0.06491290795887111,0.1538775058977157,47,0.6731360155478336
cell,apoe_genotype,Diverse,VLDLR,33,34,0.02707381715337656,0.3748905055955837,47,0.9424284745223885
cell,apoe_genotype,Diverse,VPS26A,33,34,-0.2379912434260419,0.29102468223504235,47,0.41348855281780206
cell,apoe_genotype,Diverse,VPS29,33,34,-0.19558775085117225,0.16061130895348288,47,0.22331111041788998
cell,apoe_genotype,Diverse,VPS35,33,34,-0.26194308042184744,0.21234860159717703,47,0.21736982150958373
cell,apoe_genotype,Diverse,ABCA7,33,23,-0.003262894881345617,0.14247750376135404,368,0.9817291443664554
cell,apoe_genotype,Diverse,ABCA7,33,24,-0.3532518001824865,0.29258000311118976,368,0.22729036535643743
cell,apoe_genotype,Diverse,ABCA7,33,34,-0.05251934059944462,0.10715700889144894,368,0.6240519749803366
cell,apoe_genotype,Diverse,ABCA7,33,44,0.03138789744872842,0.24339784819998125,368,0.8973915399360054
cell,apoe_genotype,Diverse,ADAM10,33,23,-0.08046291123709627,0.05189631012957486,397,0.1210322644438078
cell,apoe_genotype,Diverse,ADAM10,33,24,-0.06614226254062713,0.1040963635313459,397,0.5251711186912893
cell,apoe_genotype,Diverse,ADAM10,33,34,-0.02329337985949699,0.038049796520279636,397,0.5404177088060396
cell,apoe_genotype,Diverse,ADAM10,33,44,-0.08844762649260801,0.0888751047956205,397,0.3196438045527181
cell,apoe_genotype,Diverse,ADAM17,33,23,0.08225269785969425,0.11529371483785304,397,0.4755866743573892
cell,apoe_genotype,Diverse,ADAM17,33,24,-0.24634667805779573,0.2312622308344217,397,0.28677340262466555
cell,apoe_genotype,Diverse,ADAM17,33,34,0.015020645821773232,0.08453206747636242,397,0.8589651128072777
cell,apoe_genotype,Diverse,ADAM17,33,44,0.02090610587621901,0.19744642659384612,397,0.915675640818597
cell,apoe_genotype,Diverse,AP1G1,33,23,-0.12264604309974476,0.08867746977783766,397,0.166647223860928
cell,apoe_genotype,Diverse,AP1G1,33,24,-0.05439585100863328,0.1778739588226164,397,0.7597483909216894
cell,apoe_genotype,Diverse,AP1G1,33,34,-0.12264130835656842,0.06501733307349516,397,0.05925637672231267
cell,apoe_genotype,Diverse,AP1G1,33,44,-0.20900689999438515,0.1518647356592008,397,0.1687380159660259
cell,apoe_genotype,Diverse,AP2A1,33,23,-0.06687745655802196,0.05207067518180163,397,0.19901626255231863
cell,apoe_genotype,Diverse,AP2A1,33,24,-0.05014359988643074,0.10444611417485873,397,0.6311629565228238
cell,apoe_genotype,Diverse,AP2A1,33,34,-0.08638123097026063,0.038177639034341064,397,0.023659542179123014
cell,apoe_genotype,Diverse,AP2A1,33,44,-0.1946410925165052,0.08917371393084911,397,0.029056565359042472
cell,apoe_genotype,Diverse,AP2B1,33,23,-0.09608915065429904,0.07707201747994709,397,0.21249102148711874
cell,apoe_genotype,Diverse,AP2B1,33,24,0.06461402200278797,0.15459512881850707,397,0.6759790021972558
cell,apoe_genotype,Diverse,AP2B1,33,34,-0.0778631856572789,0.05650834472041194,397,0.16823232088364293
cell,apoe_genotype,Diverse,AP2B1,33,44,-0.15983688386771197,0.13198980068597618,397,0.22590343278747482
cell,apoe_genotype,Diverse,AP3B2,33,23,-0.037395590745504366,0.04238859141665221,397,0.3776638736681578
cell,apoe_genotype,Diverse,AP3B2,33,24,0.0469097317180629,0.085025278496147,397,0.581143549182674
cell,apoe_genotype,Diverse,AP3B2,33,34,0.006897369073055055,0.031078843065294078,397,0.8243673383952659
cell,apoe_genotype,Diverse,AP3B2,33,44,-0.06468886844957172,0.0725926466619211,397,0.37286398984946545
cell,apoe_genotype,Diverse,AP4B1,33,23,-0.2400327413765519,0.1312771714621359,397,0.06748318866741258
cell,apoe_genotype,Diverse,AP4B1,33,24,0.06313167444557552,0.26332269345873194,397,0.810523897931501
